q1,C
q2,D
q3,A
q4,C
q5,A
q6,A
q7,D
q8,D
q9,D
q10,A
q11,B
q12,A
q13,D
q14,D
q15,B
q16,D
q17,A
q18,A
q19,B
q20,A
q21,D
q22,B
q23,C
q24,B
q25,A
q26,C
q27,B
q28,B
q29,A
q30,A
q31,C
q32,C
q33,A
q34,B
q35,A
q36,B
q37,B
q38,D
q39,A
q40,A
q41,A
q42,C
q43,D
q44,B
q45,A
q46,A
q47,B
q48,D
q49,B
q50,D
